CCM Code,Campus,Campus Name,College,College Name,Major,Major Name,Self Support,Subcampus Ind,Ugrad Req Units,UC Discp,UC Discipline Name,CIP Code,CIP Name,Major Long Name
0652580,06,San Diego,52,Thurgood Marshall College,580,MUSIC/HUMANITIES,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500901,"Music, General.",MUSIC/HUMANITIES
0652593,06,San Diego,52,Thurgood Marshall College,593,NEUROBIOLOGY,N,GENERAL CAMPUS,180,110,BIOLOGICAL SCIENCES,261599,"Neurobiology and Neurosciences, Other.",NEUROBIOLOGY
0652651,06,San Diego,52,Thurgood Marshall College,651,PHILOSOPHY,N,GENERAL CAMPUS,0,430,LETTERS,380101,Philosophy.,PHILOSOPHY
0652666,06,San Diego,52,Thurgood Marshall College,666,PHYSICS,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400801,"Physics, General.",PHYSICS
0652667,06,San Diego,52,Thurgood Marshall College,667,PHYSICS-EARTH SCI,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400801,"Physics, General.",PHYSICS - EARTH SCIENCE
0652668,06,San Diego,52,Thurgood Marshall College,668,PHYSICS (SPEC IN MAT PHY),N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400899,"Physics, Other.",PHYSICS (SPECIALTY IN MATERIALS PHYSICS)
065266A,06,San Diego,52,Thurgood Marshall College,66A,NATURAL SCIENCES,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400899,"Physics, Other.",NATURAL SCIENCES
065266B,06,San Diego,52,Thurgood Marshall College,66B,PHYSICS (SPEC COMP PHYS),N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400899,"Physics, Other.",PHYSICS WITH SPECIALIZATION IN COMPUTATIONAL PHYSICS
065266C,06,San Diego,52,Thurgood Marshall College,66C,PHYSICS-BIOPHYSICS,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260203,Biophysics.,PHYSICS - BIOPHYSICS
0652670,06,San Diego,52,Thurgood Marshall College,670,"PHYSICS, GENERAL",N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400801,"Physics, General.","PHYSICS, GENERAL"
0652686,06,San Diego,52,Thurgood Marshall College,686,RUSSIAN & SOVIET STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050110,Russian Studies.,RUSSIAN & SOVIET STUDIES
0652699,06,San Diego,52,Thurgood Marshall College,699,POLITICAL SCIENCE,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,451001,"Political Science and Government, General.",POLITICAL SCIENCE
0652707,06,San Diego,52,Thurgood Marshall College,707,POPULATION BIOLOGY,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261306,Population Biology.,POPULATION BIOLOGY
065270A,06,San Diego,52,Thurgood Marshall College,70A,POLI SCI-AMER POLITICS,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,451002,American Government and Politics (United States).,POLITICAL SCIENCE - AMERICAN POLITICS
065270B,06,San Diego,52,Thurgood Marshall College,70B,POLI SCI-COMPAR POLITICS,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,451099,"Political Science and Government, Other.",POLITICAL SCIENCE - COMPARATIVE POLITICS
065270C,06,San Diego,52,Thurgood Marshall College,70C,POLI SCI-INTL RELATIONS,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,451099,"Political Science and Government, Other.",POLITICAL SCIENCE - INTERNATIONAL RELATIONS
065270D,06,San Diego,52,Thurgood Marshall College,70D,POLI SCI-POLI THEORY,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,451099,"Political Science and Government, Other.",POLITICAL SCIENCE - POLITICAL THEORY
065270E,06,San Diego,52,Thurgood Marshall College,70E,POLI SCI-PUBLIC LAW,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,451099,"Political Science and Government, Other.",POLITICAL SCIENCE - PUBLIC LAW
065270F,06,San Diego,52,Thurgood Marshall College,70F,POLI SCI-PUBLIC POLICY,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,451099,"Political Science and Government, Other.",POLITICAL SCIENCE - PUBLIC POLICY
0652712,06,San Diego,52,Thurgood Marshall College,712,PRE-MAE (MECH&AEROSPACE),N,GENERAL CAMPUS,0,240,ENGINEERING,141901,Mechanical Engineering.,PRE-MECHANICAL & AEROSPACE ENGINEERING
0652713,06,San Diego,52,Thurgood Marshall College,713,PRE-SE (STRUCTURAL),N,GENERAL CAMPUS,0,240,ENGINEERING,140803,Structural Engineering.,PRE-STRUCTURAL ENGINEERING
0652716,06,San Diego,52,Thurgood Marshall College,716,PRE-AMES,N,GENERAL CAMPUS,0,240,ENGINEERING,140101,"Engineering, General.",PRE-AMES
0652718,06,San Diego,52,Thurgood Marshall College,718,PRE-BIOLOGY,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260101,"Biology/Biological Sciences, General.",PRE-BIOLOGY
0652720,06,San Diego,52,Thurgood Marshall College,720,PRE-COMMUNICATIONS,N,GENERAL CAMPUS,0,670,"COMMUNICATION, JOURNALISM & REL",090101,Speech Communication and Rhetoric.,PRE-COMMUNICATIONS
0652721,06,San Diego,52,Thurgood Marshall College,721,PRE-COMPUTER&INFO SCI,N,GENERAL CAMPUS,0,220,COMPUTER & INFORMATION SCIENCES,110101,"Computer and Information Sciences, General.",PRE-COMPUTER & INFORMATION SCIENCE
0652726,06,San Diego,52,Thurgood Marshall College,726,PRE-ECE,N,GENERAL CAMPUS,0,240,ENGINEERING,141001,Electrical and Electronics Engineering,PRE-ELECTRICAL AND COMPUTER ENGINEERING
065272A,06,San Diego,52,Thurgood Marshall College,72A,PRE-INTERDISC COMP & ARTS,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",PRE-INTERDISCIPLINARY COMPUTING AND THE ARTS
065272B,06,San Diego,52,Thurgood Marshall College,72B,PRE-VISUAL ARTS (MEDIA),N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500101,"Visual and Performing Arts, General.",PRE-VISUAL ARTS (MEDIA)
0652731,06,San Diego,52,Thurgood Marshall College,731,PRE-CSE,N,GENERAL CAMPUS,0,240,ENGINEERING,140901,"Computer Engineering, General.",PRE-COMPUTER SCIENCE & ENGINEERING
0652733,06,San Diego,52,Thurgood Marshall College,733,PRE-MATH-COMPUTER SC,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,300801,Mathematics and Computer Science.,PRE-MATHEMATICS - COMPUTER SCIENCE
0652738,06,San Diego,52,Thurgood Marshall College,738,PRE-LITERATURE & WRITING,N,GENERAL CAMPUS,0,430,LETTERS,239999,"English Language and Literature/Letters, Other.",PRE-LITERATURE & WRITING
0652739,06,San Diego,52,Thurgood Marshall College,739,PRE-MICROBIOLOGY,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260502,"Microbiology, General.",PRE-MICROBIOLOGY
0652747,06,San Diego,52,Thurgood Marshall College,747,PRE-BIOENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,140501,Bioengineering and Biomedical Engineering.,PRE-BIOENGINEERING
0652748,06,San Diego,52,Thurgood Marshall College,748,PHARMACOLOGICAL CHEMISTRY,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400599,"Chemistry, Other.",PHARMACOLOGICAL CHEMISTRY
0652759,06,San Diego,52,Thurgood Marshall College,759,PRE-CHEMICAL ENGR,N,GENERAL CAMPUS,0,240,ENGINEERING,140701,Chemical Engineering.,PRE-CHEMICAL ENGINEERING
0652760,06,San Diego,52,Thurgood Marshall College,760,JAPANESE STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050127,Japanese Studies.,JAPANESE STUDIES
0652778,06,San Diego,52,Thurgood Marshall College,778,MATHEMATICS/ECONOMICS,N,GENERAL CAMPUS,0,210,MATHEMATICS,270199,"Mathematics, Other.",MATHEMATICS/ECONOMICS
0652780,06,San Diego,52,Thurgood Marshall College,780,PSYCHOLOGY,N,GENERAL CAMPUS,0,310,PSYCHOLOGY,420101,"Psychology, General.",PSYCHOLOGY
0652781,06,San Diego,52,Thurgood Marshall College,781,PSYCHOLOGY-COGNITIVE SCI,N,GENERAL CAMPUS,0,310,PSYCHOLOGY,429999,"Psychology, Other.",PSYCHOLOGY - COGNITIVE SCIENCE
0652789,06,San Diego,52,Thurgood Marshall College,789,PUBLIC HEALTH,N,HEALTH SCIENCE,180,860,PUBLIC HEALTH,512201,"Public Health, General.",PUBLIC HEALTH
0652801,06,San Diego,52,Thurgood Marshall College,801,RELIGIOUS STUDIES,N,GENERAL CAMPUS,0,430,LETTERS,380201,Religion/Religious Studies.,RELIGIOUS STUDIES
0652820,06,San Diego,52,Thurgood Marshall College,820,RUSSIAN LIT,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,160402,Russian Language and Literature.,RUSSIAN LITERATURE
0652836,06,San Diego,52,Thurgood Marshall College,836,INTERNATIONAL STUDIES,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,302001,International/Globalization Studies.,INTERNATIONAL STUDIES
065283A,06,San Diego,52,Thurgood Marshall College,83A,INTL STUD-ANTHROPOLOGY,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,302001,International/Globalization Studies.,INTERNATIONAL STUDIES - ANTHROPOLOGY
065283B,06,San Diego,52,Thurgood Marshall College,83B,INTL STUD-ECONOMICS,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,302001,International/Globalization Studies.,INTERNATIONAL STUDIES - ECONOMICS
065283C,06,San Diego,52,Thurgood Marshall College,83C,INTL STUD-HISTORY,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,302001,International/Globalization Studies.,INTERNATIONAL STUDIES - HISTORY
065283D,06,San Diego,52,Thurgood Marshall College,83D,INTL STUD-LINGUISTICS,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,302001,International/Globalization Studies.,INTERNATIONAL STUDIES - LINGUISTICS
065283E,06,San Diego,52,Thurgood Marshall College,83E,INTL STUD-LITERATURE,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,302001,International/Globalization Studies.,INTERNATIONAL STUDIES - LITERATURE
065283F,06,San Diego,52,Thurgood Marshall College,83F,INTL STUD-SOCIOLOGY,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,302001,International/Globalization Studies.,INTERNATIONAL STUDIES - SOCIOLOGY
065283G,06,San Diego,52,Thurgood Marshall College,83G,INTL STUD-POLITICAL SCI,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,302001,International/Globalization Studies.,INTERNATIONAL STUDIES - POLITICAL SCIENCE
0652867,06,San Diego,52,Thurgood Marshall College,867,SOCIOLOGY,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,451101,"Sociology, General.",SOCIOLOGY
0652869,06,San Diego,52,Thurgood Marshall College,869,SYSTEMS SCIENCE,N,GENERAL CAMPUS,0,240,ENGINEERING,140501,Bioengineering and Biomedical Engineering.,SYSTEMS SCIENCE
0652894,06,San Diego,52,Thurgood Marshall College,894,STUDIO ART,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500702,"Fine/Studio Arts, General.",STUDIO ART
0652908,06,San Diego,52,Thurgood Marshall College,908,THIRD WORLD STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050199,"Area Studies, Other.",THIRD WORLD STUDIES
0652910,06,San Diego,52,Thurgood Marshall College,910,URBAN STUDIES & PLANNING,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,451201,Urban Studies/Affairs.,URBAN STUDIES & PLANNING
0652911,06,San Diego,52,Thurgood Marshall College,911,URBAN PLANNING,N,GENERAL CAMPUS,0,630,ARCHITECTURE & ENVIRON DESIGN,040301,"City/Urban, Community and Regional Planning.",URBAN PLANNING
0652922,06,San Diego,52,Thurgood Marshall College,922,VISUAL ARTS-MEDIA,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500101,"Visual and Performing Arts, General.",VISUAL ARTS - MEDIA
0652924,06,San Diego,52,Thurgood Marshall College,924,VISUAL ARTS,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500101,"Visual and Performing Arts, General.",VISUAL ARTS
0652928,06,San Diego,52,Thurgood Marshall College,928,WOMEN'S STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050207,Women's Studies.,WOMEN'S STUDIES
0652934,06,San Diego,52,Thurgood Marshall College,934,WORLD LIT & CULTURAL STDS,N,GENERAL CAMPUS,180,430,LETTERS,240199,"Liberal Arts and Sciences, General Studies and Humanities, Other.",WORLD LITERATURE & CULTURAL STUDIES
0652944,06,San Diego,52,Thurgood Marshall College,944,UNDECLARED-LIFE SCIENCE,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260101,"Biology/Biological Sciences, General.",UNDECLARED - LIFE SCIENCE
0652945,06,San Diego,52,Thurgood Marshall College,945,UNDECLARED-PHYSICAL SCI,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400101,"Physical Sciences, General.",UNDECLARED - PHYSICAL SCIENCE
0652948,06,San Diego,52,Thurgood Marshall College,948,UNDECLARED-SOCIAL SCIENCE,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,450101,"Social Sciences, General.",UNDECLARED - SOCIAL SCIENCE
0652949,06,San Diego,52,Thurgood Marshall College,949,UNDECLARED-HUMANITIES,N,GENERAL CAMPUS,0,430,LETTERS,240103,Humanities/Humanistic Studies.,UNDECLARED - HUMANITIES
0652974,06,San Diego,52,Thurgood Marshall College,974,MOLECULAR & CELL BIOLOGY,N,GENERAL CAMPUS,180,110,BIOLOGICAL SCIENCES,260406,Cell/Cellular and Molecular Biology.,MOLECULAR & CELL BIOLOGY
0652990,06,San Diego,52,Thurgood Marshall College,990,SOCIOLOGY/LAW & SOCIETY,N,GENERAL CAMPUS,180,320,SOCIAL SCIENCES,459999,"Social Sciences, Other.",SOCIOLOGY - LAW AND SOCIETY
0652996,06,San Diego,52,Thurgood Marshall College,996,MATHEMATICS/SECONDARY ED,N,GENERAL CAMPUS,0,620,EDUCATION,131311,Mathematics Teacher Education.,MATHEMATICS/SECONDARY EDUCATION
0653000,06,San Diego,53,Eleanor Roosevelt College,000,UNDECLARED,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",UNDECLARED
0653002,06,San Diego,53,Eleanor Roosevelt College,002,DOUBLE MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",DOUBLE MAJOR
0653003,06,San Diego,53,Eleanor Roosevelt College,003,TRIPLE MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",TRIPLE MAJOR
0653007,06,San Diego,53,Eleanor Roosevelt College,007,SPECIAL,N,GENERAL CAMPUS,0,430,LETTERS,240199,"Liberal Arts and Sciences, General Studies and Humanities, Other.",SPECIAL
0653008,06,San Diego,53,Eleanor Roosevelt College,008,LIMITED,N,GENERAL CAMPUS,0,430,LETTERS,240199,"Liberal Arts and Sciences, General Studies and Humanities, Other.",LIMITED
065300P,06,San Diego,53,Eleanor Roosevelt College,00P,LIT/CULTURAL STUDIES,N,GENERAL CAMPUS,0,430,LETTERS,239999,"English Language and Literature/Letters, Other.",LITERATURE/CULTURAL STUDIES
065300Q,06,San Diego,53,Eleanor Roosevelt College,00Q,PROBABILITY & STATISTICS,N,GENERAL CAMPUS,0,210,MATHEMATICS,270599,"Statistics, Other.",PROBABILITY AND STATISTICS
065300S,06,San Diego,53,Eleanor Roosevelt College,00S,ANTHRO(CONC IN SOC ANTH),N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,450201,"Anthropology, General.",ANTHROPOLOGY(CONCENTRATION IN SOCIOCULTRAL ANTHROPOLOGY)
065302F,06,San Diego,53,Eleanor Roosevelt College,02F,ELEC ENGIN AND SOCIETY,N,GENERAL CAMPUS,180,240,ENGINEERING,141001,Electrical and Electronics Engineering,ELECTRICAL ENGINEERING AND SOCIETY
065303L,06,San Diego,53,Eleanor Roosevelt College,03L,SOCIOLOGY AMER STUDIES,N,GENERAL CAMPUS,180,320,SOCIAL SCIENCES,451101,"Sociology, General.",SOCIOLOGY - AMERICAN STUDIES
065303M,06,San Diego,53,Eleanor Roosevelt College,03M,SOCIOLOGY - CUL & COMM,N,GENERAL CAMPUS,180,320,SOCIAL SCIENCES,451101,"Sociology, General.",SOCIOLOGY - CULTURE AND COMMUNICATIONS
065303N,06,San Diego,53,Eleanor Roosevelt College,03N,SOCIOLOGY - ECON & SOC,N,GENERAL CAMPUS,180,320,SOCIAL SCIENCES,451101,"Sociology, General.",SOCIOLOGY - ECONOMY AND SOCIETY
065303O,06,San Diego,53,Eleanor Roosevelt College,03O,SOCIOLOGY - SCI & MED,N,GENERAL CAMPUS,180,320,SOCIAL SCIENCES,451101,"Sociology, General.",SOCIOLOGY - SCIENCE AND MEDICINE
065303P,06,San Diego,53,Eleanor Roosevelt College,03P,SOCIOLOGY - SOC INEQUAL,N,GENERAL CAMPUS,180,320,SOCIAL SCIENCES,451101,"Sociology, General.",SOCIOLOGY - SOCIAL INEQUALITY
065303R,06,San Diego,53,Eleanor Roosevelt College,03R,SOCIOLOGY-INTL STUDIES,N,GENERAL CAMPUS,180,320,SOCIAL SCIENCES,451101,"Sociology, General.",SOCIOLOGY - INTERNATIONAL STUDIES
0653049,06,San Diego,53,Eleanor Roosevelt College,049,GEN PHYSICS-SECONDARY ED,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400801,"Physics, General.",GENERAL PHYSICS - SECONDARY EDUCATION
065304K,06,San Diego,53,Eleanor Roosevelt College,04K,NANOENGINEERING,N,GENERAL CAMPUS,180,240,ENGINEERING,149999,"Engineering, Other.",NANOENGINEERING
0653056,06,San Diego,53,Eleanor Roosevelt College,056,COMPOSITE IN LITERATURE,N,GENERAL CAMPUS,0,430,LETTERS,239999,"English Language and Literature/Letters, Other.",COMPOSITE IN LITERATURE
0653057,06,San Diego,53,Eleanor Roosevelt College,057,PHYSIOLOGY & NEUROSCIENCE,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260707,Animal Physiology.,PHYSIOLOGY & NEUROSCIENCE
065305B,06,San Diego,53,Eleanor Roosevelt College,05B,EARTH SCIENCES,N,GENERAL CAMPUS,180,230,PHYSICAL SCIENCES,400601,"Geology/Earth Science, General.",EARTH SCIENCES
0653061,06,San Diego,53,Eleanor Roosevelt College,061,APPLD MATH-SCI PROGRAMING,N,GENERAL CAMPUS,0,210,MATHEMATICS,270301,"Applied Mathematics, General.",APPLIED MATHEMATICS - SCIENCE PROGRAMMING
0653063,06,San Diego,53,Eleanor Roosevelt College,063,ANTHROPOLOGY,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,450201,"Anthropology, General.",ANTHROPOLOGY
0653072,06,San Diego,53,Eleanor Roosevelt College,072,APPLIED MATHEMATICS,N,GENERAL CAMPUS,0,210,MATHEMATICS,270301,"Applied Mathematics, General.",APPLIED MATHEMATICS
0653073,06,San Diego,53,Eleanor Roosevelt College,073,APPLIED MECHANICS,N,GENERAL CAMPUS,0,240,ENGINEERING,149999,"Engineering, Other.",APPLIED MECHANICS
0653075,06,San Diego,53,Eleanor Roosevelt College,075,APPLIED PHYSICS,N,GENERAL CAMPUS,0,240,ENGINEERING,141201,Engineering Physics/Applied Physics.,APPLIED PHYSICS
065307U,06,San Diego,53,Eleanor Roosevelt College,07U,BIOENGINEERING:BIOSYSTEMS,N,GENERAL CAMPUS,180,240,ENGINEERING,144501,Biological/Biosystems Engineering.,BIOENGINEERING: BIOSYSTEMS
0653084,06,San Diego,53,Eleanor Roosevelt College,084,ARCHITECTURE,N,GENERAL CAMPUS,0,630,ARCHITECTURE & ENVIRON DESIGN,040201,Architecture.,ARCHITECTURE
0653089,06,San Diego,53,Eleanor Roosevelt College,089,ART HISTORY/CRIT,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500703,"Art History, Criticism and Conservation.",ART HISTORY/CRITICISM
065308P,06,San Diego,53,Eleanor Roosevelt College,08P,RUSS E EURO & EURASIAN ST,N,GENERAL CAMPUS,180,330,"AREA, ETHN, CULTUR & GENDER STU",050105,"Russian, Central European, East European and Eurasian Studies.","RUSSIAN, EAST EUROPEAN AND EURASIAN STUDIES"
065308Q,06,San Diego,53,Eleanor Roosevelt College,08Q,EDU SCI,N,GENERAL CAMPUS,180,620,EDUCATION,130101,"Education, General.",EDUCATION SCIENCES
065309C,06,San Diego,53,Eleanor Roosevelt College,09C,GLOBAL HEALTH,N,GENERAL CAMPUS,180,860,PUBLIC HEALTH,512210,International Public Health/International Health.,GLOBAL HEALTH
065309P,06,San Diego,53,Eleanor Roosevelt College,09P,US LAT & LAT AMER LITS,N,GENERAL CAMPUS,180,420,FOREIGN LANGUAGES & LITERATURE,160908,"Hispanic and Latin American Languages, Literatures, and Linguistics, General.",U.S. LATINO/A AND LATIN AMERICAN LITERATURES
06530AD,06,San Diego,53,Eleanor Roosevelt College,0AD,PSYC/CLINCIAL PSYCHOLOGY,N,GENERAL CAMPUS,180,310,PSYCHOLOGY,422801,Clinical Psychology.,PSYCHOLOGY WITH A SPECIALIZATION IN CLINICAL PSYCHOLOGY
06530AE,06,San Diego,53,Eleanor Roosevelt College,0AE,PSYC/COGNITIVE PSYCHOLOGY,N,GENERAL CAMPUS,180,310,PSYCHOLOGY,422701,Cognitive Psychology and Psycholinguistics.,PSYCHOLOGY WITH A SPECIALIZATION IN COGNITIVE PSYCHOLOGY
06530AF,06,San Diego,53,Eleanor Roosevelt College,0AF,PSYC/DEVELOPMENT PSYCH,N,GENERAL CAMPUS,180,310,PSYCHOLOGY,422703,Developmental And Child Psychology.,PSYCHOLOGY WITH A SPECIALIZATION IN DEVELOPMENTAL PSYCHOLOGY
06530AG,06,San Diego,53,Eleanor Roosevelt College,0AG,PSYC/HUMAN HEALTH,N,GENERAL CAMPUS,150,310,PSYCHOLOGY,422810,Health/Medical Psychology.,PSYCHOLOGY WITH A SPECIALIZATION IN HUMAN HEALTH
06530AH,06,San Diego,53,Eleanor Roosevelt College,0AH,PSYC/SENSATION & PERCEPT,N,GENERAL CAMPUS,180,310,PSYCHOLOGY,422701,Cognitive Psychology and Psycholinguistics.,PSYCHOLOGY WITH A SPECIALIZATION IN SENSATION AND PERCEPTION
06530AI,06,San Diego,53,Eleanor Roosevelt College,0AI,PSYC/SOCIAL PSYCHOLOGY,N,GENERAL CAMPUS,180,310,PSYCHOLOGY,422707,Social Psychology.,PSYCHOLOGY WITH A SPECIALIZATION IN SOCIAL PSYCHOLOGY
06530AL,06,San Diego,53,Eleanor Roosevelt College,0AL,SPECULATIVE DESIGN,N,GENERAL CAMPUS,180,410,FINE & APPLIED ARTS,500401,"Design and Visual Communications, General.",SPECULATIVE DESIGN
06530AM,06,San Diego,53,Eleanor Roosevelt College,0AM,DATA SCIENCE,N,GENERAL CAMPUS,180,220,COMPUTER & INFORMATION SCIENCES,110103,Information Technology.,DATA SCIENCE
06530AP,06,San Diego,53,Eleanor Roosevelt College,0AP,INTL STUDIES-INTL BUSINES,N,GENERAL CAMPUS,180,020,INTERDISCIPLINARY STUDIES,302001,International/Globalization Studies.,INTERNATIONAL STUDIES - INTERNATIONAL BUSINESS
06530BG,06,San Diego,53,Eleanor Roosevelt College,0BG,COG & BEHAVIORAL NEUROSCI,N,GENERAL CAMPUS,180,020,INTERDISCIPLINARY STUDIES,302501,"Cognitive Science, General.",COGNITIVE AND BEHAVIORAL NEUROSCIENCE
06530CG,06,San Diego,53,Eleanor Roosevelt College,0CG,COG SCI W/SPEC DESIGN&INT,N,GENERAL CAMPUS,180,020,INTERDISCIPLINARY STUDIES,302501,"Cognitive Science, General.",COGNITIVE SCIENCE WITH A SPECIALIZATION IN DESIGN AND INTERACTION
06530CH,06,San Diego,53,Eleanor Roosevelt College,0CH,COG SCI W/SPEC LANG & CUL,N,GENERAL CAMPUS,180,020,INTERDISCIPLINARY STUDIES,302501,"Cognitive Science, General.",COGNITIVE SCIENCE WITH A SPECIALIZATION IN LANGUAGE AND CULTURE
06530CI,06,San Diego,53,Eleanor Roosevelt College,0CI,COG SCI W/SPEC MACH LANG,N,GENERAL CAMPUS,180,020,INTERDISCIPLINARY STUDIES,302501,"Cognitive Science, General.",COGNITIVE SCIENCE WITH A SPECIALIZATION IN MACHINE LEARNING & NEURAL COMPUTATION
06530CP,06,San Diego,53,Eleanor Roosevelt College,0CP,OEANIC AND ATMOSPHERIC SC,N,GENERAL CAMPUS,180,230,PHYSICAL SCIENCES,400499,"Atmospheric Sciences and Meteorology, Other.",OCEANIC AND ATMOSPHERIC SCIENCES
06530D0,06,San Diego,53,Eleanor Roosevelt College,0D0,LING(SPEC SPCH&LANGSCI,N,GENERAL CAMPUS,180,020,INTERDISCIPLINARY STUDIES,302501,"Cognitive Science, General.",LINGUISTICS (SPECIALIZATION IN SPEECH AND LANGUAGE SCIENCES)
06530D7,06,San Diego,53,Eleanor Roosevelt College,0D7,REALESTDEV,N,GENERAL CAMPUS,180,630,ARCHITECTURE & ENVIRON DESIGN,041001,Real Estate Development.,REAL ESTATE AND DEVELOPMENT
06530DA,06,San Diego,53,Eleanor Roosevelt College,0DA,HN-NEUROBIO,N,GENERAL CAMPUS,180,110,BIOLOGICAL SCIENCES,261599,"Neurobiology and Neurosciences, Other.",HN-NEUROBIOLOGY
06530DD,06,San Diego,53,Eleanor Roosevelt College,0DD,HN-MOLCELB,N,GENERAL CAMPUS,180,110,BIOLOGICAL SCIENCES,260406,Cell/Cellular and Molecular Biology.,HN- MOLECULAR & CELL BIOLOGY
06530DI,06,San Diego,53,Eleanor Roosevelt College,0DI,BUSPSYCH,N,GENERAL CAMPUS,180,310,PSYCHOLOGY,429999,"Psychology, Other.",BUSINESS PSYCHOLOGY
06530DJ,06,San Diego,53,Eleanor Roosevelt College,0DJ,INTL STUD-PHILOSOPHY,N,GENERAL CAMPUS,180,020,INTERDISCIPLINARY STUDIES,302001,International/Globalization Studies.,INTERNATIONAL STUDIES - PHILOSOPHY
06530E1,06,San Diego,53,Eleanor Roosevelt College,0E1,HUMDEVSCI,N,GENERAL CAMPUS,180,690,FAMILY & CONSUMER SCI/HUMAN SCI,190701,"Human Development and Family Studies, General.",HUMAN DEVELOPMENTAL SCIENCES
06530EA,06,San Diego,53,Eleanor Roosevelt College,0EA,POLSC-DATA,N,GENERAL CAMPUS,180,320,SOCIAL SCIENCES,451099,"Political Science and Government, Other.",POLITICAL SCIENCE/DATA ANALYTICS
06530EB,06,San Diego,53,Eleanor Roosevelt College,0EB,ASTRONOMY AND ASTROPHYS,N,GENERAL CAMPUS,180,230,PHYSICAL SCIENCES,400201,Astronomy.,ASTRONOMY AND ASTROPHYSICS
06530EL,06,San Diego,53,Eleanor Roosevelt College,0EL,BIOANTHRO,N,GENERAL CAMPUS,180,320,SOCIAL SCIENCES,450299,"Anthropology, Other.",BIOLOGICAL ANTHROPOLOGY
06530EO,06,San Diego,53,Eleanor Roosevelt College,0EO,HDS/EQDIV,N,GENERAL CAMPUS,180,690,FAMILY & CONSUMER SCI/HUMAN SCI,190701,"Human Development and Family Studies, General.",HUMAN DEVELOPMENTAL SCIENCES WITH SPECIALIZATION IN EQUITY AND DIVERSITY
